borehole_id,x,y,z_top,z_bottom,formation_id,formation_name,thickness,density,in_fault_zone,color,enhanced_color
ZK002,708.7945476302646,588.792635777333,-59.11305748208393,-72.34914212338471,7,砾砂,13.236084641300778,1.6515047686306048,False,#1E90FF,#1E90FF
ZK002,708.7945476302646,588.792635777333,-72.23493300382279,-104.10476637017979,8,卵石层,31.869833366357,1.71355656401806,False,#9932CC,#9932CC
ZK002,708.7945476302646,588.792635777333,-103.94376488895453,-133.71377370642054,9,强风化岩,29.770008817466007,1.5684730755359655,False,#DC143C,#DC143C
ZK002,708.7945476302646,588.792635777333,-136.56220663810728,-171.11602196106688,10,中风化岩,34.55381532295959,1.5763181393259993,False,#708090,#708090
ZK002,708.7945476302646,588.792635777333,-169.40662325321907,-201.00907841841533,11,微风化岩,31.60245516519626,1.831465856667351,False,#2F4F4F,#2F4F4F
ZK003,190.41677639819287,190.3950683025824,1.372520380749027,-0.5071205036959241,1,填土,1.879640884444951,1.438728412881035,False,#8B4513,#8B4513
ZK003,190.41677639819287,190.3950683025824,0.2982603094897811,-6.946648705247126,2,粘土,7.2449090147369075,1.6064280019095463,False,#FF0000,#FF0000
ZK003,190.41677639819287,190.3950683025824,-10.555157317701795,-19.96856985067146,3,粉质粘土,9.413412532969666,1.6679597748934676,False,#FF8C00,#FF8C00
ZK003,190.41677639819287,190.3950683025824,-18.105045252987573,-30.913945357836162,4,细砂,12.80890010484859,1.6045571839903814,False,#FFD700,#FFD700
ZK003,190.41677639819287,190.3950683025824,-27.058974358349463,-35.75577366313782,5,中砂,8.69679930478836,1.6633919022318011,False,#32CD32,#32CD32
ZK003,190.41677639819287,190.3950683025824,-39.67075321224962,-44.43052507359745,6,粗砂,4.759771861347829,1.5338213535231613,False,#00CED1,#00CED1
ZK003,190.41677639819287,190.3950683025824,-46.388475180001706,-60.434315183512645,7,砾砂,14.04584000351094,1.5885263558533103,False,#1E90FF,#1E90FF
ZK003,190.41677639819287,190.3950683025824,-57.117763318307006,-76.93571752263665,8,卵石层,19.817954204329645,1.4799703592944224,False,#9932CC,#9932CC
ZK003,190.41677639819287,190.3950683025824,-79.61711853329881,-102.94461235409406,9,强风化岩,23.327493820795254,1.534667076742629,False,#DC143C,#DC143C
ZK003,190.41677639819287,190.3950683025824,-101.18475830985024,-141.7774837515368,10,中风化岩,40.59272544168657,1.4739116045664955,False,#708090,#708090
ZK003,190.41677639819287,190.3950683025824,-138.34313477943346,-179.7681684088169,11,微风化岩,41.42503362938345,1.7032465260551148,False,#2F4F4F,#2F4F4F
ZK003,190.41677639819287,190.3950683025824,-184.98094894857468,-219.78724928903455,12,基岩,34.80630034045987,1.7266911149186623,False,#000000,#000000
ZK004,102.27525095137952,829.5585311974417,0.8876388562924569,-1.6877594643362746,1,填土,2.5753983206287314,1.6774634053429338,True,#8B4513,#8B4513
ZK004,102.27525095137952,829.5585311974417,-2.6944490327523316,-9.2113602782274,2,粘土,6.516911245475068,1.2758732659930927,True,#FF0000,#FF0000
ZK004,102.27525095137952,829.5585311974417,-9.59744586889012,-19.13891552968782,3,粉质粘土,9.541469660797702,1.475221681803515,True,#FF8C00,#FF8C00
ZK004,102.27525095137952,829.5585311974417,-21.494061982822767,-41.39129589461768,4,细砂,19.89723391179491,1.5559955513303017,True,#FFD700,#FFD700
ZK004,102.27525095137952,829.5585311974417,-36.20468563438649,-48.51846301987311,5,砾砂,12.313777385486617,1.6010233061019588,True,#1E90FF,#1E90FF
ZK004,102.27525095137952,829.5585311974417,-49.92058357565649,-64.38715243188386,6,卵石层,14.466568856227376,1.619905969557347,True,#9932CC,#9932CC
ZK004,102.27525095137952,829.5585311974417,-80.17175521043038,-102.1706708246364,7,强风化岩,21.998915614206027,1.561468640313824,True,#DC143C,#DC143C
ZK004,102.27525095137952,829.5585311974417,-100.98601364557435,-131.66711771708182,8,中风化岩,30.681104071507477,1.7586016816145353,True,#708090,#708090
ZK004,102.27525095137952,829.5585311974417,-128.7253123168114,-155.06060382502346,9,微风化岩,26.335291508212066,1.40479122004775,True,#2F4F4F,#2F4F4F
ZK004,102.27525095137952,829.5585311974417,-158.15003616136684,-206.632185211011,10,基岩,48.482149049644164,1.6280991867735033,True,#000000,#000000
ZK005,591.0035105688879,687.2653200164409,-0.41624450071455044,-3.0426247888221942,1,填土,2.6263802881076437,1.5506999065341167,False,#8B4513,#8B4513
ZK005,591.0035105688879,687.2653200164409,-0.9271760940655944,-7.984192482954856,2,粘土,7.057016388889261,1.6357015485965047,False,#FF0000,#FF0000
ZK005,591.0035105688879,687.2653200164409,-7.884196926130404,-18.221213897504832,3,粉质粘土,10.337016971374428,1.630729952087661,False,#FF8C00,#FF8C00
ZK005,591.0035105688879,687.2653200164409,-18.76115596452411,-36.199742321040986,4,细砂,17.438586356516875,1.517100498907793,False,#FFD700,#FFD700
ZK005,591.0035105688879,687.2653200164409,-35.96441279464169,-44.84405071424775,5,中砂,8.879637919606061,1.6610370265433465,False,#32CD32,#32CD32
ZK005,591.0035105688879,687.2653200164409,-46.103983157876705,-54.07054060753407,6,粗砂,7.9665574496573655,1.7277664895788425,False,#00CED1,#00CED1
ZK005,591.0035105688879,687.2653200164409,-53.21100061181156,-63.79122927860558,7,砾砂,10.580228666794014,1.5797807347566106,False,#1E90FF,#1E90FF
ZK005,591.0035105688879,687.2653200164409,-62.68787033697127,-79.90421800535329,8,卵石层,17.216347668382014,1.6825416348988032,False,#9932CC,#9932CC
ZK005,591.0035105688879,687.2653200164409,-79.490814095019,-108.5583622750222,9,强风化岩,29.0675481800032,1.602100384163276,False,#DC143C,#DC143C
ZK005,591.0035105688879,687.2653200164409,-111.78985340251778,-145.88157123028753,10,中风化岩,34.091717827769756,1.6324166352488443,False,#708090,#708090
ZK005,591.0035105688879,687.2653200164409,-145.0670457871152,-179.1560444065414,11,微风化岩,34.08899861942621,1.6595157025436915,False,#2F4F4F,#2F4F4F
ZK005,591.0035105688879,687.2653200164409,-175.16526178515593,-216.98305495282122,12,基岩,41.817793167665286,1.49939826185003,False,#000000,#000000
ZK006,68.52604486622221,922.9188669457949,2.3162217470001356,0.044734914672774906,1,填土,2.2714868323273607,1.6791662693962937,False,#8B4513,#8B4513
ZK006,68.52604486622221,922.9188669457949,-1.014795813798801,-10.01338752108225,2,粘土,8.998591707283449,1.5987753227153085,False,#FF0000,#FF0000
ZK006,68.52604486622221,922.9188669457949,-11.118469423223356,-20.965058931657364,3,粉质粘土,9.846589508434008,1.532283828848789,False,#FF8C00,#FF8C00
ZK006,68.52604486622221,922.9188669457949,-21.410782811049092,-39.33614201130235,4,细砂,17.925359200253258,1.517450280320749,False,#FFD700,#FFD700
ZK006,68.52604486622221,922.9188669457949,-38.21616433974682,-47.57339265644083,5,中砂,9.357228316694012,1.5436275447196026,False,#32CD32,#32CD32
ZK006,68.52604486622221,922.9188669457949,-47.911881142008255,-54.596328509101966,6,粗砂,6.684447367093711,1.6244966571108723,False,#00CED1,#00CED1
ZK006,68.52604486622221,922.9188669457949,-56.025779543322436,-66.80911592243173,7,砾砂,10.783336379109294,1.6232049937357638,False,#1E90FF,#1E90FF
ZK006,68.52604486622221,922.9188669457949,-68.68196685994819,-81.46886323055782,8,卵石层,12.786896370609625,1.5281555778747564,False,#9932CC,#9932CC
ZK006,68.52604486622221,922.9188669457949,-78.0321205506087,-101.96488479204946,9,强风化岩,23.932764241440765,1.7475356216949554,False,#DC143C,#DC143C
ZK006,68.52604486622221,922.9188669457949,-102.90657698317233,-138.05253472238445,10,中风化岩,35.14595773921212,1.5980983792097312,False,#708090,#708090
ZK006,68.52604486622221,922.9188669457949,-137.76968393444238,-165.75197838197772,11,微风化岩,27.982294447535338,1.5711341361079862,False,#2F4F4F,#2F4F4F
ZK006,68.52604486622221,922.9188669457949,-167.36941399709758,-220.59659960047847,12,基岩,53.22718560338089,1.6519346514241173,False,#000000,#000000
ZK007,799.1983767203795,241.10519961044855,-0.2175202969137152,-4.137163644715262,1,填土,3.9196433478015464,1.6401711722098942,False,#8B4513,#8B4513
ZK007,799.1983767203795,241.10519961044855,-4.7220842915732195,-13.826314678311,2,粘土,9.10423038673778,1.6224092481810417,False,#FF0000,#FF0000
ZK007,799.1983767203795,241.10519961044855,-12.828521537441663,-24.85874329931797,3,粉质粘土,12.030221761876309,1.5226990216144534,False,#FF8C00,#FF8C00
ZK007,799.1983767203795,241.10519961044855,-24.058098913924734,-39.131629436701566,4,细砂,15.073530522776831,1.7451143607795043,False,#FFD700,#FFD700
ZK007,799.1983767203795,241.10519961044855,-35.82126110416935,-47.73980275633976,5,中砂,11.918541652170411,1.523265243711195,False,#32CD32,#32CD32
ZK007,799.1983767203795,241.10519961044855,-51.679483659886166,-61.07519667863925,6,粗砂,9.395713018753085,1.8189802933217674,False,#00CED1,#00CED1
ZK007,799.1983767203795,241.10519961044855,-63.12132437447751,-73.18140848962516,7,砾砂,10.060084115147646,1.540060735455598,False,#1E90FF,#1E90FF
ZK007,799.1983767203795,241.10519961044855,-72.55347484862511,-82.90745024110981,8,卵石层,10.3539753924847,1.5240867338446302,False,#9932CC,#9932CC
ZK007,799.1983767203795,241.10519961044855,-81.17242824619397,-106.92439717857502,9,强风化岩,25.751968932381047,1.7876170839215888,False,#DC143C,#DC143C
ZK007,799.1983767203795,241.10519961044855,-108.76171644145415,-144.46425947057045,10,中风化岩,35.7025430291163,1.5101585328651643,False,#708090,#708090
ZK007,799.1983767203795,241.10519961044855,-145.9509185732869,-184.39435277383245,11,微风化岩,38.44343420054554,1.7831458765854356,False,#2F4F4F,#2F4F4F
ZK007,799.1983767203795,241.10519961044855,-182.6922376640006,-244.48663887121347,12,基岩,61.79440120721287,1.4286865470909123,False,#000000,#000000
ZK008,213.64247048639055,215.06405886809043,-0.22907969050523577,-4.041403115004484,1,填土,3.8123234244992483,1.7237816311973462,False,#8B4513,#8B4513
ZK008,213.64247048639055,215.06405886809043,-5.011073470406794,-10.459989216335806,2,粘土,5.448915745929012,1.6005243699718184,False,#FF0000,#FF0000
ZK008,213.64247048639055,215.06405886809043,-10.161370113386747,-22.274123538422128,3,粉质粘土,12.11275342503538,1.6622849932347499,False,#FF8C00,#FF8C00
ZK008,213.64247048639055,215.06405886809043,-21.65875156550623,-33.45589027735845,4,细砂,11.79713871185222,1.61202956317119,False,#FFD700,#FFD700
ZK008,213.64247048639055,215.06405886809043,-31.74790155113808,-42.77677921925558,5,中砂,11.028877668117499,1.4875357908162132,False,#32CD32,#32CD32
ZK008,213.64247048639055,215.06405886809043,-41.64465533163634,-47.19007265845935,6,粗砂,5.5454173268230065,1.6332314011979592,False,#00CED1,#00CED1
ZK008,213.64247048639055,215.06405886809043,-46.643122351211325,-56.84675466347559,7,砾砂,10.203632312264268,1.611567463429286,False,#1E90FF,#1E90FF
ZK008,213.64247048639055,215.06405886809043,-59.81402165170042,-82.05949151433019,8,卵石层,22.24546986262977,1.8060747924881988,False,#9932CC,#9932CC
ZK008,213.64247048639055,215.06405886809043,-82.69245677410856,-116.46916098632458,9,强风化岩,33.77670421221602,1.6971570950954356,False,#DC143C,#DC143C
ZK008,213.64247048639055,215.06405886809043,-113.23396957430174,-147.1062252718126,10,中风化岩,33.872255697510866,1.5035076539419896,False,#708090,#708090
ZK008,213.64247048639055,215.06405886809043,-147.72663941317813,-187.52899963316722,11,微风化岩,39.80236021998908,1.4241260513576885,False,#2F4F4F,#2F4F4F
ZK008,213.64247048639055,215.06405886809043,-193.7243129623866,-231.89172783572886,12,基岩,38.16741487334227,1.5730593165555442,False,#000000,#000000
ZK009,323.8180186635839,522.280788469014,3.004714104192056,-0.42581124928552105,1,填土,3.4305253534775773,1.6074094780419776,True,#8B4513,#8B4513
ZK009,323.8180186635839,522.280788469014,-6.1907282699073605,-16.79651314282143,2,粘土,10.605784872914068,1.4296617560644846,True,#FF0000,#FF0000
ZK009,323.8180186635839,522.280788469014,-13.26817932851303,-25.134864851161147,3,粉质粘土,11.866685522648117,1.5967305251905908,True,#FF8C00,#FF8C00
ZK009,323.8180186635839,522.280788469014,-26.08123582806534,-34.87890952794571,4,细砂,8.79767369988037,1.4695530499495149,True,#FFD700,#FFD700
ZK009,323.8180186635839,522.280788469014,-36.90317325861435,-48.24251835627443,5,中砂,11.339345097660079,1.6487673274923296,True,#32CD32,#32CD32
ZK009,323.8180186635839,522.280788469014,-44.12972990557773,-55.97930007212212,6,砾砂,11.849570166544389,1.5014273953664456,True,#1E90FF,#1E90FF
ZK009,323.8180186635839,522.280788469014,-58.95009994986948,-78.76466740573372,7,卵石层,19.814567455864236,1.5207127167737657,True,#9932CC,#9932CC
ZK009,323.8180186635839,522.280788469014,-94.77463681382758,-119.2394850140548,8,强风化岩,24.46484820022721,1.544635069465282,True,#DC143C,#DC143C
ZK009,323.8180186635839,522.280788469014,-113.23955010338327,-136.0522827478502,9,中风化岩,22.812732644466934,1.603526355197173,True,#708090,#708090
ZK009,323.8180186635839,522.280788469014,-139.55377319221452,-169.65569463626642,10,微风化岩,30.101921444051897,1.588767195030917,True,#2F4F4F,#2F4F4F
ZK009,323.8180186635839,522.280788469014,-168.855321057648,-216.6456250623158,11,基岩,47.790304004667775,1.6757507710047306,True,#000000,#000000
ZK010,438.7505167779042,312.1062261782377,-1.15163648128936,-3.8333357927230436,1,填土,2.6816993114336833,1.5724948302848356,False,#8B4513,#8B4513
ZK010,438.7505167779042,312.1062261782377,-5.712081435830788,-10.029007572253851,2,粘土,4.3169261364230636,1.7366874267444525,False,#FF0000,#FF0000
ZK010,438.7505167779042,312.1062261782377,-7.496697526969504,-23.444620039372584,3,粉质粘土,15.94792251240308,1.6576556963055766,False,#FF8C00,#FF8C00
ZK010,438.7505167779042,312.1062261782377,-16.78878634334935,-32.72253680697996,4,细砂,15.93375046363061,1.7119574911434579,False,#FFD700,#FFD700
ZK010,438.7505167779042,312.1062261782377,-40.79137930509129,-50.53554412212976,5,中砂,9.744164817038467,1.4393553679742428,False,#32CD32,#32CD32
ZK010,438.7505167779042,312.1062261782377,-50.13716473149751,-58.46270654888507,6,粗砂,8.32554181738756,1.4577746290402327,False,#00CED1,#00CED1
ZK010,438.7505167779042,312.1062261782377,-59.11310106554525,-69.56132614336319,7,砾砂,10.448225077817938,1.7687141635072565,False,#1E90FF,#1E90FF
ZK010,438.7505167779042,312.1062261782377,-67.41417541876764,-88.58807854378567,8,卵石层,21.17390312501803,1.7479944138890027,False,#9932CC,#9932CC
ZK010,438.7505167779042,312.1062261782377,-90.29470166380895,-115.68154320204704,9,强风化岩,25.386841538238087,1.7523124077269658,False,#DC143C,#DC143C
ZK010,438.7505167779042,312.1062261782377,-116.03346710804342,-149.2669273701514,10,中风化岩,33.23346026210797,1.5809661321916393,False,#708090,#708090
ZK010,438.7505167779042,312.1062261782377,-149.95803452342716,-178.82870674973387,11,微风化岩,28.87067222630671,1.6926177547531642,False,#2F4F4F,#2F4F4F
ZK010,438.7505167779042,312.1062261782377,-178.86024243544347,-247.95440884014477,12,基岩,69.0941664047013,1.6562969236690572,False,#000000,#000000
ZK011,600.6676052501415,175.54447458683765,-0.9742507675293921,-3.5838652260562958,1,填土,2.6096144585269037,1.540760607576113,False,#8B4513,#8B4513
ZK011,600.6676052501415,175.54447458683765,-2.5125712026372495,-9.130185971149544,2,粘土,6.617614768512294,1.5169049883588963,False,#FF0000,#FF0000
ZK011,600.6676052501415,175.54447458683765,-9.327705445937472,-21.976801827809084,3,粉质粘土,12.649096381871612,1.5761051953133591,False,#FF8C00,#FF8C00
ZK011,600.6676052501415,175.54447458683765,-23.029868270047476,-35.307177283922684,4,细砂,12.277309013875207,1.6755391225825758,False,#FFD700,#FFD700
ZK011,600.6676052501415,175.54447458683765,-36.10874511238312,-47.11057948763188,5,中砂,11.001834375248762,1.6099332305429226,False,#32CD32,#32CD32
ZK011,600.6676052501415,175.54447458683765,-48.49427956027752,-57.69649895767238,6,粗砂,9.202219397394863,1.6543360192379937,False,#00CED1,#00CED1
ZK011,600.6676052501415,175.54447458683765,-53.21649105824332,-63.62619403677329,7,砾砂,10.409702978529971,1.5236740843457484,False,#1E90FF,#1E90FF
ZK011,600.6676052501415,175.54447458683765,-68.02247624972594,-79.52490068733367,8,卵石层,11.50242443760773,1.6048084946661383,False,#9932CC,#9932CC
ZK011,600.6676052501415,175.54447458683765,-78.07844906177615,-104.37706157038356,9,强风化岩,26.298612508607405,1.6638592458777375,False,#DC143C,#DC143C
ZK011,600.6676052501415,175.54447458683765,-102.70058791746938,-122.73146754385562,10,中风化岩,20.030879626386238,1.4788983800237545,False,#708090,#708090
ZK011,600.6676052501415,175.54447458683765,-122.50451060392815,-152.94165784931303,11,微风化岩,30.437147245384878,1.513958663471605,False,#2F4F4F,#2F4F4F
ZK011,600.6676052501415,175.54447458683765,-151.02386957351698,-197.1783141312187,12,基岩,46.15444455770174,1.5423108130476852,False,#000000,#000000
ZK012,312.93018368169635,379.7256589643225,-2.259413709315236,-5.760828976554322,1,填土,3.5014152672390857,1.6529804177915284,False,#8B4513,#8B4513
ZK012,312.93018368169635,379.7256589643225,-8.444704267493664,-18.751214060546303,2,粘土,10.306509793052639,1.5203104744529523,False,#FF0000,#FF0000
ZK012,312.93018368169635,379.7256589643225,-14.214015832377711,-27.598988937611008,3,粉质粘土,13.384973105233296,1.6371145873371309,False,#FF8C00,#FF8C00
ZK012,312.93018368169635,379.7256589643225,-27.019718590579224,-40.207763030431764,4,细砂,13.18804443985254,1.584432276460792,False,#FFD700,#FFD700
ZK012,312.93018368169635,379.7256589643225,-39.87210091877514,-52.20766504209475,5,中砂,12.335564123319614,1.6337602662075204,False,#32CD32,#32CD32
ZK012,312.93018368169635,379.7256589643225,-53.69171917684216,-61.03271603104621,6,粗砂,7.34099685420405,1.556744181218038,False,#00CED1,#00CED1
ZK012,312.93018368169635,379.7256589643225,-60.89947254454175,-73.84615768624967,7,砾砂,12.946685141707917,1.6289774856896413,False,#1E90FF,#1E90FF
ZK012,312.93018368169635,379.7256589643225,-71.26193931774576,-96.73338219286933,8,卵石层,25.47144287512357,1.567397646783216,False,#9932CC,#9932CC
ZK012,312.93018368169635,379.7256589643225,-99.29178234577581,-130.29785195659554,9,强风化岩,31.006069610819722,1.3961875464822147,False,#DC143C,#DC143C
ZK012,312.93018368169635,379.7256589643225,-133.22328505260415,-157.17476718709972,10,中风化岩,23.951482134495564,1.5648486515958693,False,#708090,#708090
ZK012,312.93018368169635,379.7256589643225,-150.08030872049744,-185.2092373748243,11,微风化岩,35.12892865432687,1.6326927373764164,False,#2F4F4F,#2F4F4F
ZK012,312.93018368169635,379.7256589643225,-186.9033008370079,-234.71229554891926,12,基岩,47.80899471191137,1.3788864690992115,False,#000000,#000000
ZK013,460.4629857953323,756.6583652537122,1.5417303877739337,-1.5996383470912061,1,填土,3.14136873486514,1.4521413754220158,False,#8B4513,#8B4513
ZK013,460.4629857953323,756.6583652537122,-2.4643759198763115,-12.294382389007398,2,粘土,9.830006469131085,1.55847120860992,False,#FF0000,#FF0000
ZK013,460.4629857953323,756.6583652537122,-8.429989488387434,-21.948665967042523,3,粉质粘土,13.518676478655088,1.6181866255058497,False,#FF8C00,#FF8C00
ZK013,460.4629857953323,756.6583652537122,-27.4087734817318,-43.15343524063281,4,细砂,15.74466175890101,1.515015563053521,False,#FFD700,#FFD700
ZK013,460.4629857953323,756.6583652537122,-43.94688109337006,-55.60755272645855,5,中砂,11.66067163308849,1.6071566237219392,False,#32CD32,#32CD32
ZK013,460.4629857953323,756.6583652537122,-52.93742542314803,-60.17317350832384,6,粗砂,7.235748085175814,1.633366210528695,False,#00CED1,#00CED1
ZK013,460.4629857953323,756.6583652537122,-62.151165957526125,-76.64126182374508,7,砾砂,14.490095866218958,1.573012506470663,False,#1E90FF,#1E90FF
ZK013,460.4629857953323,756.6583652537122,-76.50981554618781,-90.9862661693715,8,卵石层,14.476450623183695,1.6377300493044853,False,#9932CC,#9932CC
ZK013,460.4629857953323,756.6583652537122,-91.94201029757454,-120.7269533808013,9,强风化岩,28.784943083226764,1.6869605920105661,False,#DC143C,#DC143C
ZK013,460.4629857953323,756.6583652537122,-118.05575292599865,-156.18958007882836,10,中风化岩,38.13382715282971,1.7876795812558066,False,#708090,#708090
ZK013,460.4629857953323,756.6583652537122,-159.50575929189858,-189.08923489817357,11,微风化岩,29.583475606274988,1.4221279751095723,False,#2F4F4F,#2F4F4F
ZK013,460.4629857953323,756.6583652537122,-185.29119417884263,-250.25163729373446,12,基岩,64.96044311489183,1.5944415329089545,False,#000000,#000000
ZK014,229.70640394252376,512.8109945722504,-2.250978094596753,-5.418959270388646,1,填土,3.1679811757918928,1.8445751979616827,False,#8B4513,#8B4513
ZK014,229.70640394252376,512.8109945722504,-2.9491915865821063,-11.15594547774247,2,粘土,8.206753891160364,1.6725766623898692,False,#FF0000,#FF0000
ZK014,229.70640394252376,512.8109945722504,-10.926967018393993,-24.081389174562105,3,粉质粘土,13.154422156168112,1.520952554455469,False,#FF8C00,#FF8C00
ZK014,229.70640394252376,512.8109945722504,-20.765108230170302,-37.17951330157829,4,细砂,16.414405071407987,1.7345420046154978,False,#FFD700,#FFD700
ZK014,229.70640394252376,512.8109945722504,-41.965993647390725,-55.15236690066952,5,中砂,13.186373253278795,1.501039517974142,False,#32CD32,#32CD32
ZK014,229.70640394252376,512.8109945722504,-54.01848572322976,-61.81722665107032,6,粗砂,7.798740927840562,1.709419151847095,False,#00CED1,#00CED1
ZK014,229.70640394252376,512.8109945722504,-58.86957583672648,-66.80766072541093,7,砾砂,7.938084888684443,1.5841992101421012,False,#1E90FF,#1E90FF
ZK014,229.70640394252376,512.8109945722504,-71.89097011485248,-88.35419826304177,8,卵石层,16.463228148189287,1.434514332813423,False,#9932CC,#9932CC
ZK014,229.70640394252376,512.8109945722504,-86.18335357814463,-115.2992064979542,9,强风化岩,29.11585291980957,1.4710039100258947,False,#DC143C,#DC143C
ZK014,229.70640394252376,512.8109945722504,-116.11741183091127,-138.34693919852955,10,中风化岩,22.22952736761829,1.7669021525289395,False,#708090,#708090
ZK014,229.70640394252376,512.8109945722504,-140.6816557061855,-173.86451624664028,11,微风化岩,33.18286054045478,1.5754256935914057,False,#2F4F4F,#2F4F4F
ZK014,229.70640394252376,512.8109945722504,-176.25200362628723,-223.52476792881052,12,基岩,47.272764302523285,1.5945705133482189,False,#000000,#000000
ZK015,583.1731119758382,91.80537144799794,1.3924127296268367,-1.4690265522479564,1,填土,2.861439281874793,1.7848956094945345,False,#8B4513,#8B4513
ZK015,583.1731119758382,91.80537144799794,-3.399216662984454,-13.201720710260865,2,粘土,9.802504047276411,1.489347409125833,False,#FF0000,#FF0000
ZK015,583.1731119758382,91.80537144799794,-12.545506461122228,-30.721569988921896,3,粉质粘土,18.17606352779967,1.6013929291912947,False,#FF8C00,#FF8C00
ZK015,583.1731119758382,91.80537144799794,-30.44383733541516,-45.37146207408515,4,细砂,14.92762473866999,1.5855639588076058,False,#FFD700,#FFD700
ZK015,583.1731119758382,91.80537144799794,-46.861349478101644,-55.71402546434117,5,中砂,8.852675986239525,1.5967246729784002,False,#32CD32,#32CD32
ZK015,583.1731119758382,91.80537144799794,-56.045999147214715,-63.17651951340069,6,粗砂,7.130520366185976,1.6106430227691897,False,#00CED1,#00CED1
ZK015,583.1731119758382,91.80537144799794,-58.74284197088099,-70.13089664907093,7,砾砂,11.388054678189945,1.334903019160699,False,#1E90FF,#1E90FF
ZK015,583.1731119758382,91.80537144799794,-70.64671224124105,-92.57613690816191,8,卵石层,21.929424666920866,1.392660976759185,False,#9932CC,#9932CC
ZK015,583.1731119758382,91.80537144799794,-95.81118902514876,-119.09775105474702,9,强风化岩,23.286562029598258,1.4592488305282179,False,#DC143C,#DC143C
ZK015,583.1731119758382,91.80537144799794,-120.5760210136871,-145.90912088814184,10,中风化岩,25.333099874454746,1.7752270443423623,False,#708090,#708090
ZK015,583.1731119758382,91.80537144799794,-141.14485900722187,-182.6946077592541,11,微风化岩,41.54974875203223,1.6721672064043236,False,#2F4F4F,#2F4F4F
ZK015,583.1731119758382,91.80537144799794,-186.28675848180197,-224.99624076962968,12,基岩,38.70948228782771,1.6489374561227919,False,#000000,#000000
ZK016,596.7903667112945,203.47171131856237,1.4259968603447761,-0.8407264543200565,1,填土,2.2667233146648327,1.5759674601841867,True,#8B4513,#8B4513
ZK016,596.7903667112945,203.47171131856237,-0.8448033782578497,-8.245090086178493,2,粘土,7.400286707920643,1.644426331148604,True,#FF0000,#FF0000
ZK016,596.7903667112945,203.47171131856237,-7.34835041585698,-18.482031617891188,3,粉质粘土,11.133681202034207,1.4918936672400103,True,#FF8C00,#FF8C00
ZK016,596.7903667112945,203.47171131856237,-19.614488708682916,-36.4622955295157,4,细砂,16.847806820832783,1.569045356068601,True,#FFD700,#FFD700
ZK016,596.7903667112945,203.47171131856237,-40.15072519822308,-50.802991242707314,5,中砂,10.652266044484236,1.6924027019206902,True,#32CD32,#32CD32
