borehole_id,x,y,z_top,z_bottom,formation_id,formation_name,thickness,density,in_fault_zone,in_fold_zone,fault_displacement,layer_repeat,color,enhanced_color
ZK003,190.41677639819287,190.3950683025824,1.9218314416872637,-0.6534298791022464,1,填土,2.57526132078951,1.6064280019095463,False,False,0.0,1,#8B4513,#8B4513
ZK003,190.41677639819287,190.3950683025824,3.192838456249439,-2.2205740767202267,2,粘土,5.413412532969666,1.6679597748934676,False,False,0.0,1,#FF0000,#FF0000
ZK003,190.41677639819287,190.3950683025824,10.038013288061048,0.6673331622427388,3,粉质粘土,9.370680125818309,1.6045571839903814,False,False,0.0,1,#FF8C00,#FF8C00
ZK003,190.41677639819287,190.3950683025824,21.83617891362271,9.768380477848885,4,细砂,12.067798435773826,1.6633919022318011,False,False,0.0,1,#FFD700,#FFD700
ZK003,190.41677639819287,190.3950683025824,32.44648757484063,28.521915334813453,5,中砂,3.924572240027178,1.5338213535231613,False,False,0.0,1,#32CD32,#32CD32
ZK003,190.41677639819287,190.3950683025824,35.892084761665686,25.846244758154747,6,粗砂,10.04584000351094,1.5885263558533103,False,False,0.0,1,#00CED1,#00CED1
ZK003,190.41677639819287,190.3950683025824,48.096200697779445,34.2782464934498,7,砾砂,13.817954204329645,1.4799703592944224,False,False,0.0,1,#1E90FF,#1E90FF
ZK003,190.41677639819287,190.3950683025824,61.07345439677801,44.879761070319134,8,卵石层,16.193693326458877,1.534667076742629,False,False,0.0,1,#9932CC,#9932CC
ZK003,190.41677639819287,190.3950683025824,78.64707474535881,40.40616794325058,9,强风化岩,38.24090680210823,1.4739116045664955,False,False,0.0,1,#DC143C,#DC143C
ZK003,190.41677639819287,190.3950683025824,119.10515603351871,80.84439851002573,10,中风化岩,38.260757523492984,1.7032465260551148,False,False,0.0,1,#708090,#708090
ZK003,190.41677639819287,190.3950683025824,155.25952328713282,136.21290792964996,11,微风化岩,19.046615357482864,1.7266911149186623,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK003,190.41677639819287,190.3950683025824,175.73419214562819,136.3492341299099,12,基岩,39.3849580157183,1.6774634053429338,False,False,0.0,1,#000000,#000000
ZK004,102.27525095137952,829.5585311974417,-0.8354111688333713,-3.001173744413096,1,填土,2.1657625755797247,1.2758732659930927,False,False,0.0,1,#8B4513,#8B4513
ZK004,102.27525095137952,829.5585311974417,1.6373086114149937,-3.90416104938271,2,粘土,5.541469660797704,1.475221681803515,False,False,0.0,1,#FF0000,#FF0000
ZK004,102.27525095137952,829.5585311974417,6.501205045645225,-11.375475648508662,3,粉质粘土,17.876680694153887,1.5559955513303017,False,False,0.0,1,#FF8C00,#FF8C00
ZK004,102.27525095137952,829.5585311974417,27.74930040682586,12.160967809038452,4,细砂,15.588332597787408,1.4564137848820562,False,False,0.0,1,#FFD700,#FFD700
ZK004,102.27525095137952,829.5585311974417,42.40659277656674,28.917101520101863,5,中砂,13.489491256464877,1.501849134895205,False,False,0.0,1,#32CD32,#32CD32
ZK004,102.27525095137952,829.5585311974417,56.584910667585504,47.47586232935365,6,粗砂,9.109048338231851,1.5399783122841206,False,False,0.0,1,#00CED1,#00CED1
ZK004,102.27525095137952,829.5585311974417,65.60958571338212,53.358298207418045,7,砾砂,12.251287505964072,1.611351734525125,False,False,0.0,1,#1E90FF,#1E90FF
ZK004,102.27525095137952,829.5585311974417,80.3322036323533,58.75669798993965,8,卵石层,21.575505642413646,1.4762184501173152,False,False,0.0,1,#9932CC,#9932CC
ZK004,102.27525095137952,829.5585311974417,98.86960465909911,57.87185434917711,9,强风化岩,40.997750309922,1.5848214904964417,False,False,0.0,1,#DC143C,#DC143C
ZK004,102.27525095137952,829.5585311974417,142.60043463627864,107.30557977791746,10,中风化岩,35.29485485836118,1.5377300480179408,False,False,0.0,1,#708090,#708090
ZK004,102.27525095137952,829.5585311974417,177.62129669224598,144.80658032099737,11,微风化岩,32.81471637124861,1.541063524305579,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK004,102.27525095137952,829.5585311974417,211.78602948411844,149.04199802880308,12,基岩,62.744031455315366,1.5307090404739347,False,False,0.0,1,#000000,#000000
ZK005,591.0035105688879,687.2653200164409,-1.3397616945816722,-5.149401582471598,1,填土,3.809639887889926,1.681286211883896,False,False,0.0,1,#8B4513,#8B4513
ZK005,591.0035105688879,687.2653200164409,1.8335836615095722,-7.677525559107097,2,粘土,9.51110922061667,1.543981895980303,False,False,0.0,1,#FF0000,#FF0000
ZK005,591.0035105688879,687.2653200164409,13.284058158481779,-1.4061988199619633,3,粉质粘土,14.690256978443742,1.5979098406035852,False,False,0.0,1,#FF8C00,#FF8C00
ZK005,591.0035105688879,687.2653200164409,29.14160976728048,13.61363654239096,4,细砂,15.527973224889521,1.540842861116417,False,False,0.0,1,#FFD700,#FFD700
ZK005,591.0035105688879,687.2653200164409,43.68972544394769,32.04843330043757,5,中砂,11.641292143510114,1.578231879677278,False,False,0.0,1,#32CD32,#32CD32
ZK005,591.0035105688879,687.2653200164409,56.85862658887972,46.221562144110464,6,粗砂,10.637064444769258,1.6813509636000639,False,False,0.0,1,#00CED1,#00CED1
ZK005,591.0035105688879,687.2653200164409,67.19127852629371,50.49155482053813,7,砾砂,16.699723705755588,1.6681952971294964,False,False,0.0,1,#1E90FF,#1E90FF
ZK005,591.0035105688879,687.2653200164409,84.69416474290499,68.36960522850966,8,卵石层,16.324559514395332,1.5869856945632317,False,False,0.0,1,#9932CC,#9932CC
ZK005,591.0035105688879,687.2653200164409,101.78971493024879,76.0622451928034,9,强风化岩,25.72746973744539,1.5181779316766528,False,False,0.0,1,#DC143C,#DC143C
ZK005,591.0035105688879,687.2653200164409,126.41601026075756,77.58452477958842,10,中风化岩,48.83148548116914,1.4785811387212269,False,False,0.0,1,#708090,#708090
ZK005,591.0035105688879,687.2653200164409,177.54517581738932,130.38501164563863,11,微风化岩,47.160164171750694,1.6624119817052156,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK005,591.0035105688879,687.2653200164409,224.40143052233017,164.97624788336597,12,基岩,59.4251826389642,1.510274562851417,False,False,0.0,1,#000000,#000000
ZK006,68.52604486622221,922.9188669457949,3.3446637145365563,0.2764396121622027,1,填土,3.0682241023743537,1.6975119733417752,False,False,0.0,1,#8B4513,#8B4513
ZK006,68.52604486622221,922.9188669457949,6.76455233163051,-0.882509952764357,2,粘土,7.647062284394867,1.5678614158347008,False,False,0.0,1,#FF0000,#FF0000
ZK006,68.52604486622221,922.9188669457949,15.173387260013914,1.6868340246216667,3,粉质粘土,13.486553235392247,1.517777960443357,False,False,0.0,1,#FF8C00,#FF8C00
ZK006,68.52604486622221,922.9188669457949,29.968631619318856,13.872039167605251,4,细砂,16.096592451713605,1.549305682462887,False,False,0.0,1,#FFD700,#FFD700
ZK006,68.52604486622221,922.9188669457949,46.55230743728138,37.965422354136344,5,中砂,8.586885083145035,1.4551915658502677,False,False,0.0,1,#32CD32,#32CD32
ZK006,68.52604486622221,922.9188669457949,54.68869836181633,50.066611420320065,6,粗砂,4.6220869414962635,1.5786552848288153,False,False,0.0,1,#00CED1,#00CED1
ZK006,68.52604486622221,922.9188669457949,62.004585741514575,48.88531850536176,7,砾砂,13.119267236152815,1.6857659623202021,False,False,0.0,1,#1E90FF,#1E90FF
ZK006,68.52604486622221,922.9188669457949,74.12948055281515,56.99314861461767,8,卵石层,17.136331938197486,1.4997470635362191,False,False,0.0,1,#9932CC,#9932CC
ZK006,68.52604486622221,922.9188669457949,91.49617005999521,66.63501857993813,9,强风化岩,24.861151480057075,1.632271856033809,False,False,0.0,1,#DC143C,#DC143C
ZK006,68.52604486622221,922.9188669457949,117.6653266932136,95.1104051851845,10,中风化岩,22.554921508029096,1.753273891300258,False,False,0.0,1,#708090,#708090
ZK006,68.52604486622221,922.9188669457949,140.60261340910048,106.74459496789747,11,微风化岩,33.858018441203015,1.6690143991711113,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK006,68.52604486622221,922.9188669457949,174.78301261001496,130.8013196883025,12,基岩,43.981692921712465,1.6012592400781795,False,False,0.0,1,#000000,#000000
ZK007,799.1983767203795,241.10519961044855,-0.5893332706927334,-3.677241759386682,1,填土,3.0879084886939485,1.6024510174258944,False,False,0.0,1,#8B4513,#8B4513
ZK007,799.1983767203795,241.10519961044855,5.222728609651723,-3.972467289337355,2,粘土,9.195195898989077,1.6959270826085209,False,False,0.0,1,#FF0000,#FF0000
ZK007,799.1983767203795,241.10519961044855,12.69943333795771,-7.052023509083892,3,粉质粘土,19.751456847041602,1.687232063672068,False,False,0.0,1,#FF8C00,#FF8C00
ZK007,799.1983767203795,241.10519961044855,35.90804068110503,20.083001655282445,4,细砂,15.825039025822583,1.519170171464485,False,False,0.0,1,#FFD700,#FFD700
ZK007,799.1983767203795,241.10519961044855,49.44388412826592,41.96304965480825,5,中砂,7.480834473457669,1.3876104275690193,False,False,0.0,1,#32CD32,#32CD32
ZK007,799.1983767203795,241.10519961044855,57.26497858561391,50.526790637647736,6,粗砂,6.738187947966175,1.615039378647621,False,False,0.0,1,#00CED1,#00CED1
ZK007,799.1983767203795,241.10519961044855,67.13847003434968,53.90814852155191,7,砾砂,13.230321512797772,1.695042383818605,False,False,0.0,1,#1E90FF,#1E90FF
ZK007,799.1983767203795,241.10519961044855,78.0942060365832,63.20948577716019,8,卵石层,14.884720259423013,1.6491919171506506,False,False,0.0,1,#9932CC,#9932CC
ZK007,799.1983767203795,241.10519961044855,96.20879973320893,81.11054878586376,9,强风化岩,15.098250947345178,1.7179440120721288,False,False,0.0,1,#DC143C,#DC143C
ZK007,799.1983767203795,241.10519961044855,108.26245738560888,82.48503825455123,10,中风化岩,25.777419131057655,1.7353872374165413,False,False,0.0,1,#708090,#708090
ZK007,799.1983767203795,241.10519961044855,137.49082735773086,103.69349573288335,11,微风化岩,33.797331624847516,1.4405572341205635,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK007,799.1983767203795,241.10519961044855,170.5555863703231,129.54621171462972,12,基岩,41.00937465569339,1.6046980593764744,False,False,0.0,1,#000000,#000000
ZK008,213.64247048639055,215.06405886809043,1.7333418036567072,-0.8615992720119734,1,填土,2.5949410756686806,1.4932379570617407,False,False,0.0,1,#8B4513,#8B4513
ZK008,213.64247048639055,215.06405886809043,4.325728578689788,-3.332560657259108,2,粘土,7.658289235948896,1.651443883405875,False,False,0.0,1,#FF0000,#FF0000
ZK008,213.64247048639055,215.06405886809043,11.239080091088917,-3.3227334700310864,3,粉质粘土,14.561813561120005,1.4465885829264378,False,False,0.0,1,#FF8C00,#FF8C00
ZK008,213.64247048639055,215.06405886809043,27.757849756026378,7.008304057483088,4,细砂,20.74954569854329,1.5251513463443447,False,False,0.0,1,#FFD700,#FFD700
ZK008,213.64247048639055,215.06405886809043,48.790756076882936,34.13730015031537,5,中砂,14.653455926567567,1.7179297184063826,False,False,0.0,1,#32CD32,#32CD32
ZK008,213.64247048639055,215.06405886809043,65.88928529403964,57.72724093865537,6,粗砂,8.162044355384268,1.7755340842443206,False,False,0.0,1,#00CED1,#00CED1
ZK008,213.64247048639055,215.06405886809043,73.46215267549627,62.358423610020935,7,砾砂,11.103729065475335,1.6645375949585148,False,False,0.0,1,#1E90FF,#1E90FF
ZK008,213.64247048639055,215.06405886809043,83.12938732943714,57.73877691876246,8,卵石层,25.390610410674675,1.668605145999844,False,False,0.0,1,#9932CC,#9932CC
ZK008,213.64247048639055,215.06405886809043,108.22618171426882,75.28799806289692,9,强风化岩,32.9381836513719,1.4816741487334226,False,False,0.0,1,#DC143C,#DC143C
ZK008,213.64247048639055,215.06405886809043,143.1536980176193,131.5067876174602,10,中风化岩,11.6469104001591,1.6717542255795963,False,False,0.0,1,#708090,#708090
ZK008,213.64247048639055,215.06405886809043,155.64411003264274,104.86936098563443,11,微风化岩,50.774749047008314,1.7628615545571293,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK008,213.64247048639055,215.06405886809043,205.1413818598761,175.8429037330995,12,基岩,29.298478126776615,1.5944452301103382,False,False,0.0,1,#000000,#000000
ZK009,323.8180186635839,522.280788469014,0.6595331853370396,-2.686125718708337,1,填土,3.3456589040453766,1.3932557899960125,False,False,0.0,1,#8B4513,#8B4513
ZK009,323.8180186635839,522.280788469014,3.2334173369716566,-4.552694568197651,2,粘土,7.786111905169308,1.666967254883004,False,False,0.0,1,#FF0000,#FF0000
ZK009,323.8180186635839,522.280788469014,11.884118956318462,-1.4356347296301917,3,粉质粘土,13.319753685948653,1.5486133082663307,False,False,0.0,1,#FF8C00,#FF8C00
ZK009,323.8180186635839,522.280788469014,26.5810733313213,16.347534179821583,4,细砂,10.233539151499716,1.695514232050124,False,False,0.0,1,#FFD700,#FFD700
ZK009,323.8180186635839,522.280788469014,37.88133809561203,30.838516234618663,5,中砂,7.042821860993367,1.546974238162756,False,False,0.0,1,#32CD32,#32CD32
ZK009,323.8180186635839,522.280788469014,44.813083081133,38.715977878562626,6,粗砂,6.097105202570376,1.4964757677580627,False,False,0.0,1,#00CED1,#00CED1
ZK009,323.8180186635839,522.280788469014,50.319340751069085,40.31247825031894,7,砾砂,10.006862500750145,1.796472513291639,False,False,0.0,1,#1E90FF,#1E90FF
ZK009,323.8180186635839,522.280788469014,61.3243556364155,43.13393245576816,8,卵石层,18.190423180647336,1.6213979910734222,False,False,0.0,1,#9932CC,#9932CC
ZK009,323.8180186635839,522.280788469014,80.49353472552218,56.335995098203405,9,强风化岩,24.157539627318776,1.6614166700043427,False,False,0.0,1,#DC143C,#DC143C
ZK009,323.8180186635839,522.280788469014,104.84154280476366,68.02397341433792,10,中风化岩,36.817569390425746,1.542418175935532,False,False,0.0,1,#708090,#708090
ZK009,323.8180186635839,522.280788469014,140.38769217806436,108.27573499815661,11,微风化岩,32.11195717990775,1.4484808937801448,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK009,323.8180186635839,522.280788469014,176.94653823620894,106.44342422454109,12,基岩,70.50311401166785,1.5750963960443622,False,False,0.0,1,#000000,#000000
ZK010,438.7505167779042,312.1062261782377,4.817796892281771,1.2988956255315807,1,填土,3.51890126675019,1.9078880808455239,False,False,0.0,1,#8B4513,#8B4513
ZK010,438.7505167779042,312.1062261782377,8.397530413007658,-2.2894493744353266,2,粘土,10.686979787442985,1.5044459559399574,False,False,0.0,1,#FF0000,#FF0000
ZK010,438.7505167779042,312.1062261782377,19.91589142779863,13.69909818072589,3,粉质粘土,6.21679324707274,1.5243649254715697,False,False,0.0,1,#FF8C00,#FF8C00
ZK010,438.7505167779042,312.1062261782377,25.78264815476162,17.182789847951152,4,细砂,8.599858306810468,1.4918451996385607,False,False,0.0,1,#FFD700,#FFD700
ZK010,438.7505167779042,312.1062261782377,36.41071910276406,21.34929419754637,5,中砂,15.061424905217692,1.5992027358683383,False,False,0.0,1,#32CD32,#32CD32
ZK010,438.7505167779042,312.1062261782377,51.16787255867993,39.61600662534387,6,粗砂,11.55186593333606,1.5138715798671738,False,False,0.0,1,#00CED1,#00CED1
ZK010,438.7505167779042,312.1062261782377,63.68128022805303,46.19803354988227,7,砾砂,17.483246678170765,1.4962753845673544,False,False,0.0,1,#1E90FF,#1E90FF
ZK010,438.7505167779042,312.1062261782377,80.24999860915439,63.277827470805875,8,卵石层,16.972171138348514,1.4617200269035664,False,False,0.0,1,#9932CC,#9932CC
ZK010,438.7505167779042,312.1062261782377,100.50720464135779,68.56087303487048,9,强风化岩,31.946331606487306,1.460143242618086,False,False,0.0,1,#DC143C,#DC143C
ZK010,438.7505167779042,312.1062261782377,130.39347703825314,95.326753908038,10,中风化岩,35.06672313021514,1.5512874616235304,False,False,0.0,1,#708090,#708090
ZK010,438.7505167779042,312.1062261782377,165.7468519679103,136.9669881724184,11,微风化岩,28.779863795491877,1.6048521627944827,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK010,438.7505167779042,312.1062261782377,196.1611633588618,158.62541510502737,12,基岩,37.53574825383444,1.5949761890550864,False,False,0.0,1,#000000,#000000
ZK011,600.6676052501415,175.54447458683765,-2.8713330053305026,-5.656279763150734,1,填土,2.7849467578202316,1.5423228669431668,False,False,0.0,1,#8B4513,#8B4513
ZK011,600.6676052501415,175.54447458683765,1.8220946021557072,-7.990844339826106,2,粘土,9.812938941981812,1.502244475520145,False,False,0.0,1,#FF0000,#FF0000
ZK011,600.6676052501415,175.54447458683765,12.38550347988493,0.02790718033971773,3,粉质粘土,12.357596299545213,1.4330594718878629,False,False,0.0,1,#FF8C00,#FF8C00
ZK011,600.6676052501415,175.54447458683765,23.829088897112502,6.383968031402796,4,细砂,17.445120865709704,1.657059866859316,False,False,0.0,1,#FFD700,#FFD700
ZK011,600.6676052501415,175.54447458683765,40.631951421103544,32.921728890731096,5,中砂,7.710222530372448,1.4372457562116838,False,False,0.0,1,#32CD32,#32CD32
ZK011,600.6676052501415,175.54447458683765,50.906778553862,42.79137468187468,6,粗砂,8.115403871987318,1.5095683374895592,False,False,0.0,1,#00CED1,#00CED1
ZK011,600.6676052501415,175.54447458683765,57.60093986185887,43.302007010260326,7,砾砂,14.298932851598543,1.5933920201352685,False,False,0.0,1,#1E90FF,#1E90FF
ZK011,600.6676052501415,175.54447458683765,73.40955666792422,61.94904414664148,8,卵石层,11.460512521282745,1.6047398671316415,False,False,0.0,1,#9932CC,#9932CC
ZK011,600.6676052501415,175.54447458683765,85.63734975277929,67.09044999240892,9,强风化岩,18.546899760370366,1.700629280921444,False,False,0.0,1,#DC143C,#DC143C
ZK011,600.6676052501415,175.54447458683765,105.90449716944462,81.09652399515296,10,中风化岩,24.80797317429166,1.4870293145342384,False,False,0.0,1,#708090,#708090
ZK011,600.6676052501415,175.54447458683765,131.81834685232903,91.25540298421856,11,微风化岩,40.562943868110466,1.352835549987271,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK011,600.6676052501415,175.54447458683765,172.01679422696213,133.9702230590193,12,基岩,38.04657116794283,1.5796954613957008,False,False,0.0,1,#000000,#000000
ZK012,312.93018368169635,379.7256589643225,-0.6899146168637323,-4.0239459028979105,1,填土,3.334031286034178,1.60865897874729,False,False,0.0,1,#8B4513,#8B4513
ZK012,312.93018368169635,379.7256589643225,4.915883917546074,-2.7104907175129354,2,粘土,7.626374635059009,1.6254420843301214,False,False,0.0,1,#FF0000,#FF0000
ZK012,312.93018368169635,379.7256589643225,11.462599524822808,-1.7527700586479207,3,粉质粘土,13.215369583470729,1.5512393775927507,False,False,0.0,1,#FF8C00,#FF8C00
ZK012,312.93018368169635,379.7256589643225,25.9842982167943,12.930810061982596,4,细砂,13.053488154811705,1.5579015519179737,False,False,0.0,1,#FFD700,#FFD700
ZK012,312.93018368169635,379.7256589643225,41.218735027873144,30.349410457183907,5,中砂,10.869324570689237,1.6871124703431692,False,False,0.0,1,#32CD32,#32CD32
ZK012,312.93018368169635,379.7256589643225,51.713872722080886,44.49632919928371,6,粗砂,7.217543522797179,1.5591924626978448,False,False,0.0,1,#00CED1,#00CED1
ZK012,312.93018368169635,379.7256589643225,57.222116011796714,52.559364338436986,7,砾砂,4.662751673359729,1.4129208078974145,False,False,0.0,1,#1E90FF,#1E90FF
ZK012,312.93018368169635,379.7256589643225,63.411372375263404,47.30954518908647,8,卵石层,16.101827186176934,1.7676437312275284,False,False,0.0,1,#9932CC,#9932CC
ZK012,312.93018368169635,379.7256589643225,79.77568065344191,52.323725350210694,9,强风化岩,27.451955303231216,1.682940558118349,False,False,0.0,1,#DC143C,#DC143C
ZK012,312.93018368169635,379.7256589643225,108.18235104359056,98.08256882466152,10,中风化岩,10.099782218929036,1.6770865193886968,False,False,0.0,1,#708090,#708090
ZK012,312.93018368169635,379.7256589643225,119.69027274761795,100.21542832830629,11,微风化岩,19.474844419311665,1.6338496407494416,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK012,312.93018368169635,379.7256589643225,139.15414498982898,95.38346369834099,12,基岩,43.77068129148799,1.8270692857804396,False,False,0.0,1,#000000,#000000
ZK013,460.4629857953323,756.6583652537122,-2.261958513688159,-5.425638143240805,1,填土,3.163679629552646,1.5540639100459757,False,False,0.0,1,#8B4513,#8B4513
ZK013,460.4629857953323,756.6583652537122,1.983836346108396,-3.9765371671761045,2,粘土,5.960373513284501,1.5143916174091134,False,False,0.0,1,#FF0000,#FF0000
ZK013,460.4629857953323,756.6583652537122,7.136216596083534,-5.121421857906279,3,粉质粘土,12.257638453989813,1.6478979825746394,False,False,0.0,1,#FF8C00,#FF8C00
ZK013,460.4629857953323,756.6583652537122,21.409052441096364,4.907572967305095,4,细砂,16.50147947379127,1.5489983601145254,False,False,0.0,1,#FFD700,#FFD700
ZK013,460.4629857953323,756.6583652537122,36.39422825484742,27.203853060727532,5,中砂,9.190375194119888,1.555570673992389,False,False,0.0,1,#32CD32,#32CD32
ZK013,460.4629857953323,756.6583652537122,47.820355781394966,38.91483459808732,6,粗砂,8.905521183307648,1.5077834675822375,False,False,0.0,1,#00CED1,#00CED1
ZK013,460.4629857953323,756.6583652537122,57.82452620686221,42.69394489448183,7,砾砂,15.130581312380379,1.6413434903223703,False,False,0.0,1,#1E90FF,#1E90FF
ZK013,460.4629857953323,756.6583652537122,71.32568046133406,43.190983073520506,8,卵石层,28.134697387813553,1.4755345296688585,False,False,0.0,1,#9932CC,#9932CC
ZK013,460.4629857953323,756.6583652537122,102.23021135974038,90.57061322652247,9,强风化岩,11.659598133217912,1.6654365656354058,False,False,0.0,1,#DC143C,#DC143C
ZK013,460.4629857953323,756.6583652537122,113.17373380778892,83.67399584598301,10,中风化岩,29.499737961805906,1.4874510952701625,False,False,0.0,1,#708090,#708090
ZK013,460.4629857953323,756.6583652537122,143.02272432525024,82.34232853927355,11,微风化岩,60.680395785976685,1.6109394794604894,False,False,0.0,1,#2F4F4F,#2F4F4F
ZK013,460.4629857953323,756.6583652537122,204.55490816098842,143.66840880250805,12,基岩,60.886499358480364,1.6223884024279132,False,False,0.0,1,#000000,#000000
ZK014,229.70640394252376,512.8109945722504,-0.7579060023065178,-3.046478992405737,1,填土,2.2885729900992193,1.7882024496475035,False,False,0.0,1,#8B4513,#8B4513
ZK014,229.70640394252376,512.8109945722504,3.152385257296103,-8.076622853475843,2,粘土,11.229008110771947,1.5488784323568816,False,False,0.0,1,#FF0000,#FF0000
ZK014,229.70640394252376,512.8109945722504,13.162419821329005,4.7249971742598955,3,粉质粘土,8.43742264706911,1.6055724912288696,False,False,0.0,1,#FF8C00,#FF8C00
ZK014,229.70640394252376,512.8109945722504,20.53316475878294,0.6093029256636739,4,细砂,19.92386183311927,1.7529550319460614,False,False,0.0,1,#FFD700,#FFD700
ZK014,229.70640394252376,512.8109945722504,42.222610151669606,32.696633847406574,5,中砂,9.525976304263033,1.4987895624739833,False,False,0.0,1,#32CD32,#32CD32
ZK014,229.70640394252376,512.8109945722504,53.49863810984198,49.470294122319814,6,粗砂,4.028343987522163,1.6073317967188405,False,False,0.0,1,#00CED1,#00CED1
ZK014,229.70640394252376,512.8109945722504,55.908732741338596,48.55259198040639,7,砾砂,7.356140760932206,1.5664215300709872,False,False,0.0,1,#1E90FF,#1E90FF
ZK014,229.70640394252376,512.8109945722504,64.80036092297081,37.78764468640809,8,卵石层,27.012716236562717,1.4496857046881895,False,False,0.0,1,#9932CC,#9932CC
ZK014,229.70640394252376,512.8109945722504,92.29994494114948,69.14301792179405,9,强风化岩,23.15692701935542,1.330311335705843,False,False,0.0,1,#DC143C,#DC143C
ZK014,229.70640394252376,512.8109945722504,115.9986610000439,86.4873147987042,10,中风化岩,29.51134620133969,1.669620636481342,False,False,0.0,1,#708090,#708090
